file_name,output_type,experiment_accession,target,Isogenic replicate
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF990OKM.bed.gz,peaks and background as input for IDR,ENCSR038RGL,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF743YDQ.bed.gz,peaks and background as input for IDR,ENCSR038RGL,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF777MDP.bed.gz,conservative IDR thresholded peaks,ENCSR038RGL,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF159MQI.bed.gz,optimal IDR thresholded peaks,ENCSR038RGL,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF808EVY.bed.gz,IDR ranked peaks,ENCSR038RGL,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF674ZQI.bed.gz,IDR thresholded peaks,ENCSR038RGL,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF678XXP.bed.gz,IDR thresholded peaks,ENCSR038RGL,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF749XXF.bed.gz,IDR ranked peaks,ENCSR038RGL,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF164JUT.bed.gz,IDR ranked peaks,ENCSR038RGL,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF105UBU.bed.gz,IDR thresholded peaks,ENCSR038RGL,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF293KRZ.bed.gz,IDR ranked peaks,ENCSR038RGL,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR038RGL/ENCFF716AEV.bed.gz,conservative IDR thresholded peaks,ENCSR038RGL,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF671OTI.bed.gz,peaks and background as input for IDR,ENCSR086FZL,KAT8,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF023FAR.bed.gz,peaks and background as input for IDR,ENCSR086FZL,KAT8,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF763LNG.bed.gz,peaks and background as input for IDR,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF567GFO.bed.gz,conservative IDR thresholded peaks,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF772QPO.bed.gz,optimal IDR thresholded peaks,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF765MEY.bed.gz,peaks and background as input for IDR,ENCSR086FZL,KAT8,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF549QBY.bed.gz,peaks and background as input for IDR,ENCSR086FZL,KAT8,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF039XQE.bed.gz,peaks and background as input for IDR,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF549HMO.bed.gz,conservative IDR thresholded peaks,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF207ZEK.bed.gz,optimal IDR thresholded peaks,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF313FJC.bed.gz,IDR ranked peaks,ENCSR086FZL,KAT8,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF221SFX.bed.gz,IDR thresholded peaks,ENCSR086FZL,KAT8,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF307PCB.bed.gz,IDR thresholded peaks,ENCSR086FZL,KAT8,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF338ZHB.bed.gz,IDR ranked peaks,ENCSR086FZL,KAT8,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF311UKD.bed.gz,IDR ranked peaks,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF113LBV.bed.gz,IDR thresholded peaks,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF519UIH.bed.gz,IDR ranked peaks,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR086FZL/ENCFF488QFU.bed.gz,conservative IDR thresholded peaks,ENCSR086FZL,KAT8,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF410FNM.bed.gz,peaks and background as input for IDR,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF161ASS.bed.gz,peaks and background as input for IDR,ENCSR068VRA,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF957RMO.bed.gz,peaks and background as input for IDR,ENCSR068VRA,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF908GXO.bed.gz,conservative IDR thresholded peaks,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF914ELA.bed.gz,optimal IDR thresholded peaks,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF272DJX.bed.gz,peaks and background as input for IDR,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF239NUO.bed.gz,conservative IDR thresholded peaks,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF228DXI.bed.gz,peaks and background as input for IDR,ENCSR068VRA,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF258OQI.bed.gz,peaks and background as input for IDR,ENCSR068VRA,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF452SVO.bed.gz,optimal IDR thresholded peaks,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF253XFI.bed.gz,IDR ranked peaks,ENCSR068VRA,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF881XOO.bed.gz,IDR ranked peaks,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF168OIP.bed.gz,conservative IDR thresholded peaks,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF566QCY.bed.gz,IDR thresholded peaks,ENCSR068VRA,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF424BEX.bed.gz,IDR ranked peaks,ENCSR068VRA,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF256HDK.bed.gz,IDR thresholded peaks,ENCSR068VRA,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF239OHL.bed.gz,IDR thresholded peaks,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR068VRA/ENCFF981FLJ.bed.gz,IDR ranked peaks,ENCSR068VRA,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF298ANN.bed.gz,peaks and background as input for IDR,ENCSR542WJU,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF165WWF.bed.gz,peaks and background as input for IDR,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF232KWI.bed.gz,peaks and background as input for IDR,ENCSR542WJU,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF005JRY.bed.gz,conservative IDR thresholded peaks,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF278ONE.bed.gz,optimal IDR thresholded peaks,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF618NEQ.bed.gz,peaks and background as input for IDR,ENCSR542WJU,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF035VLB.bed.gz,peaks and background as input for IDR,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF240ALI.bed.gz,peaks and background as input for IDR,ENCSR542WJU,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF250NHM.bed.gz,conservative IDR thresholded peaks,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF288ZRD.bed.gz,optimal IDR thresholded peaks,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF941OLF.bed.gz,IDR ranked peaks,ENCSR542WJU,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF185TFN.bed.gz,IDR ranked peaks,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF519LSA.bed.gz,IDR thresholded peaks,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF340YNC.bed.gz,IDR ranked peaks,ENCSR542WJU,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF572NZS.bed.gz,IDR thresholded peaks,ENCSR542WJU,MCM7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF943JWI.bed.gz,IDR thresholded peaks,ENCSR542WJU,MCM7,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF954FAZ.bed.gz,conservative IDR thresholded peaks,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR542WJU/ENCFF662TGU.bed.gz,IDR ranked peaks,ENCSR542WJU,MCM7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF984IHA.bed.gz,peaks and background as input for IDR,ENCSR628APV,MCM5,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF875LKY.bed.gz,peaks and background as input for IDR,ENCSR628APV,MCM5,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF501SOY.bed.gz,peaks and background as input for IDR,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF747VAX.bed.gz,conservative IDR thresholded peaks,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF920RYJ.bed.gz,optimal IDR thresholded peaks,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF866NZC.bed.gz,peaks and background as input for IDR,ENCSR628APV,MCM5,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF557HFB.bed.gz,peaks and background as input for IDR,ENCSR628APV,MCM5,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF210JZF.bed.gz,peaks and background as input for IDR,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF658SJY.bed.gz,optimal IDR thresholded peaks,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF546QRV.bed.gz,conservative IDR thresholded peaks,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF266MPZ.bed.gz,IDR thresholded peaks,ENCSR628APV,MCM5,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF199OJF.bed.gz,IDR ranked peaks,ENCSR628APV,MCM5,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF059LUN.bed.gz,IDR thresholded peaks,ENCSR628APV,MCM5,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF807KNU.bed.gz,IDR ranked peaks,ENCSR628APV,MCM5,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF137CPP.bed.gz,IDR ranked peaks,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF949IHL.bed.gz,conservative IDR thresholded peaks,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF157CZB.bed.gz,IDR ranked peaks,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR628APV/ENCFF282KHW.bed.gz,IDR thresholded peaks,ENCSR628APV,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF508CQR.bed.gz,peaks and background as input for IDR,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF415ATH.bed.gz,peaks and background as input for IDR,ENCSR079WHK,MCM5,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF397VOW.bed.gz,peaks and background as input for IDR,ENCSR079WHK,MCM5,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF872YNU.bed.gz,optimal IDR thresholded peaks,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF326NWF.bed.gz,conservative IDR thresholded peaks,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF692ENC.bed.gz,peaks and background as input for IDR,ENCSR079WHK,MCM5,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF771QTQ.bed.gz,peaks and background as input for IDR,ENCSR079WHK,MCM5,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF694OEX.bed.gz,peaks and background as input for IDR,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF386ZWB.bed.gz,conservative IDR thresholded peaks,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF603SXI.bed.gz,optimal IDR thresholded peaks,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF094PUC.bed.gz,IDR ranked peaks,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF078PUM.bed.gz,conservative IDR thresholded peaks,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF204NJH.bed.gz,IDR ranked peaks,ENCSR079WHK,MCM5,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF117HEW.bed.gz,IDR thresholded peaks,ENCSR079WHK,MCM5,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF273TIO.bed.gz,IDR ranked peaks,ENCSR079WHK,MCM5,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF471AGH.bed.gz,IDR thresholded peaks,ENCSR079WHK,MCM5,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF674YYW.bed.gz,IDR ranked peaks,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR079WHK/ENCFF344LTH.bed.gz,IDR thresholded peaks,ENCSR079WHK,MCM5,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF260MCD.bed.gz,peaks and background as input for IDR,ENCSR990AZC,MCM3,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF262RPX.bed.gz,peaks and background as input for IDR,ENCSR990AZC,MCM3,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF530ETK.bed.gz,peaks and background as input for IDR,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF605QGJ.bed.gz,conservative IDR thresholded peaks,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF679ITJ.bed.gz,optimal IDR thresholded peaks,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF209WCI.bed.gz,peaks and background as input for IDR,ENCSR990AZC,MCM3,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF799RSQ.bed.gz,peaks and background as input for IDR,ENCSR990AZC,MCM3,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF483MZB.bed.gz,peaks and background as input for IDR,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF122GOC.bed.gz,conservative IDR thresholded peaks,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF672PYP.bed.gz,optimal IDR thresholded peaks,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF050PHF.bed.gz,IDR thresholded peaks,ENCSR990AZC,MCM3,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF288SMD.bed.gz,IDR ranked peaks,ENCSR990AZC,MCM3,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF026RIT.bed.gz,IDR ranked peaks,ENCSR990AZC,MCM3,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF384CRI.bed.gz,conservative IDR thresholded peaks,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF138HSH.bed.gz,IDR thresholded peaks,ENCSR990AZC,MCM3,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF855WPO.bed.gz,IDR ranked peaks,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF583XAW.bed.gz,IDR thresholded peaks,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR990AZC/ENCFF531HCG.bed.gz,IDR ranked peaks,ENCSR990AZC,MCM3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF612RKY.bed.gz,peaks and background as input for IDR,ENCSR552PSV,MCM2,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF322PWJ.bed.gz,peaks and background as input for IDR,ENCSR552PSV,MCM2,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF834QOU.bed.gz,peaks and background as input for IDR,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF752JAM.bed.gz,conservative IDR thresholded peaks,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF226CZE.bed.gz,optimal IDR thresholded peaks,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF210QMU.bed.gz,peaks and background as input for IDR,ENCSR552PSV,MCM2,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF996OQL.bed.gz,peaks and background as input for IDR,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF461KDN.bed.gz,peaks and background as input for IDR,ENCSR552PSV,MCM2,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF843VNZ.bed.gz,conservative IDR thresholded peaks,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF571REC.bed.gz,optimal IDR thresholded peaks,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF239WEU.bed.gz,IDR thresholded peaks,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF869KPH.bed.gz,conservative IDR thresholded peaks,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF390NAR.bed.gz,IDR thresholded peaks,ENCSR552PSV,MCM2,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF214UVF.bed.gz,IDR ranked peaks,ENCSR552PSV,MCM2,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF812QGF.bed.gz,IDR ranked peaks,ENCSR552PSV,MCM2,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF099RPO.bed.gz,IDR thresholded peaks,ENCSR552PSV,MCM2,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF371BFS.bed.gz,IDR ranked peaks,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR552PSV/ENCFF869IRW.bed.gz,IDR ranked peaks,ENCSR552PSV,MCM2,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR138SFL/ENCFF130MXC.bed.gz,conservative IDR thresholded peaks,ENCSR138SFL,MCM2,1 3
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR138SFL/ENCFF043HHG.bed.gz,optimal IDR thresholded peaks,ENCSR138SFL,MCM2,1 3
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR138SFL/ENCFF008ITM.bed.gz,peaks and background as input for IDR,ENCSR138SFL,MCM2,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR138SFL/ENCFF939LTQ.bed.gz,peaks and background as input for IDR,ENCSR138SFL,MCM2,3
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR138SFL/ENCFF642DPR.bed.gz,peaks and background as input for IDR,ENCSR138SFL,MCM2,1 3
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR138SFL/ENCFF741JEM.bed.gz,peaks and background as input for IDR,ENCSR138SFL,MCM2,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR138SFL/ENCFF067LIW.bed.gz,optimal IDR thresholded peaks,ENCSR138SFL,MCM2,1 3
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR138SFL/ENCFF640CQW.bed.gz,peaks and background as input for IDR,ENCSR138SFL,MCM2,3
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR138SFL/ENCFF618BMZ.bed.gz,peaks and background as input for IDR,ENCSR138SFL,MCM2,1 3
